VIN, IOUT, IIN, VOUT, AV
-5.6000000000000005, 0, -6.9628E-05, 2.10668, 1.8909999999999965
-5.58, 0, -6.884E-05, 2.1491599999999997, 1.9829999999999997
-5.5600000000000005, 0, -6.808E-05, 2.186, 1.7810000000000088
-5.54, 0, -6.7314E-05, 2.2204, 1.9250000000000083
-5.5200000000000005, 0, -6.656E-05, 2.2630000000000003, 1.8874999999999957
-5.5, 0, -6.5806E-05, 2.2959, 1.8149999999999984
-5.48, 0, -6.5064E-05, 2.3356000000000003, 1.8800000000000021
-5.46, 0, -6.4316E-05, 2.3711, 1.8574999999999993
-5.44, 0, -6.3582E-05, 2.4099000000000004, 1.8774999999999968
-5.42, 0, -6.285E-05, 2.4462, 1.7974999999999948
-5.4, 0, -6.2096E-05, 2.4818000000000002, 1.7624999999999986
-5.38, 0, -6.1368E-05, 2.5167, 1.8800000000000021
-5.36, 0, -6.0650000000000004E-05, 2.5570000000000004, 1.8349999999999962
-5.34, 0, -5.9944E-05, 2.5901, 1.7274999999999914
-5.32, 0, -5.9234E-05, 2.6261, 1.787500000000007
-5.3, 0, -5.8542E-05, 2.6616000000000004, 1.7450000000000061
-5.28, 0, -5.7838000000000004E-05, 2.6959000000000004, 1.8249999999999973
-5.26, 0, -5.7152000000000004E-05, 2.7346000000000004, 1.9299999999999966
-5.24, 0, -5.6462E-05, 2.7731000000000003, 1.8124999999999931
-5.22, 0, -5.5782E-05, 2.8071, 1.7425000000000008
-5.2, 0, -5.5094000000000005E-05, 2.8428000000000004, 1.722500000000003
-5.18, 0, -5.4406E-05, 2.8760000000000003, 1.6824999999999963
-5.16, 0, -5.373E-05, 2.9101000000000004, 1.9399999999999955
-5.14, 0, -5.3066E-05, 2.9536000000000002, 1.9299999999999966
-5.12, 0, -5.2412E-05, 2.9873000000000003, 1.7825000000000359
-5.1000000000000005, 0, -5.176E-05, 3.0249, 1.7499999999999945
-5.08, 0, -5.1114E-05, 3.0573, 1.6275000000000024
-5.0600000000000005, 0, -5.0480000000000005E-05, 3.0900000000000003, 1.645000000000006
-5.04, 0, -4.983E-05, 3.1231000000000004, 1.6750000000000027
-5.0200000000000005, 0, -4.9198E-05, 3.1570000000000005, 1.8049999999999995
-5, 0, -4.8574E-05, 3.1953000000000005, 1.7749999999999917
-4.98, 0, -4.7956E-05, 3.228, 1.7724999999999975
-4.96, 0, -4.7318E-05, 3.2662000000000004, 1.7724999999999975
-4.94, 0, -4.6704E-05, 3.2989, 1.6549999999999938
-4.92, 0, -4.6098000000000005E-05, 3.3324000000000003, 1.7425000000000008
-4.9, 0, -4.55E-05, 3.3686000000000003, 1.6924999999999952
-4.88, 0, -4.4898E-05, 3.4001, 1.6974999999999947
-4.86, 0, -4.4308E-05, 3.4365, 1.6825000000000074
-4.84, 0, -4.3712000000000004E-05, 3.4674000000000005, 1.5950000000000006
-4.82, 0, -4.3144E-05, 3.5003, 1.6699999999999922
-4.8, 0, -4.2556000000000004E-05, 3.5342000000000002, 1.6874999999999958
-4.78, 0, -4.1988E-05, 3.5678, 1.8049999999999995
-4.76, 0, -4.1412E-05, 3.6064000000000003, 1.7400000000000067
-4.74, 0, -4.0824E-05, 3.6374000000000004, 1.6149999999999984
-4.72, 0, -4.027E-05, 3.6710000000000003, 1.6124999999999932
-4.7, 0, -3.972E-05, 3.7019, 1.5425000000000009
-4.68, 0, -3.9176E-05, 3.7327000000000004, 1.634999999999996
-4.66, 0, -3.8642E-05, 3.7673, 1.7674999999999981
-4.64, 0, -3.811E-05, 3.8034000000000003, 1.7475000000000003
-4.62, 0, -3.7574E-05, 3.8372, 1.5475000000000347
-4.6000000000000005, 0, -3.7048E-05, 3.8653000000000004, 1.5925000000000065
-4.58, 0, -3.6512E-05, 3.9009000000000005, 1.7299999999999967
-4.5600000000000005, 0, -3.5988E-05, 3.9345000000000003, 1.5874999999999959
-4.54, 0, -3.5472E-05, 3.9644000000000004, 1.6225000000000032
-4.5200000000000005, 0, -3.4944E-05, 3.9994000000000005, 1.5824999999999965
-4.5, 0, -3.4446E-05, 4.0277, 1.6399999999999955
-4.48, 0, -3.3946E-05, 4.065, 1.6750000000000027
-4.46, 0, -3.345E-05, 4.0947000000000005, 1.5149999999999984
-4.44, 0, -3.2968E-05, 4.1256, 1.6650000000000038
-4.42, 0, -3.248E-05, 4.1613000000000007, 1.5924999999999954
-4.4, 0, -3.2004E-05, 4.1893, 1.4799999999999911
-4.38, 0, -3.1534E-05, 4.2205, 1.5524999999999998
-4.36, 0, -3.1056E-05, 4.2514, 1.4574999999999991
-4.34, 0, -3.0594E-05, 4.2788, 1.5300000000000078
-4.32, 0, -3.0128E-05, 4.3126000000000007, 1.7249999999999972
-4.3, 0, -2.9648E-05, 4.3478, 1.5900000000000012
-4.28, 0, -2.9198E-05, 4.3762000000000008, 1.4999999999999889
-4.26, 0, -2.8746000000000002E-05, 4.4078, 1.467499999999998
-4.24, 0, -2.8302E-05, 4.4349000000000007, 1.4574999999999991
-4.22, 0, -2.7868E-05, 4.4661, 1.4824999999999853
-4.2, 0, -2.7438E-05, 4.4942, 1.4825000000000075
-4.18, 0, -2.7004E-05, 4.5254, 1.609999999999999
-4.16, 0, -2.6582E-05, 4.5586, 1.4599999999999933
-4.14, 0, -2.6162E-05, 4.5838, 1.5300000000000078
-4.12, 0, -2.5744E-05, 4.6198000000000006, 1.5524999999999998
-4.1, 0, -2.5328000000000002E-05, 4.6459, 1.4724999999999864
-4.08, 0, -2.4926E-05, 4.6787, 1.6100000000000347
-4.0600000000000005, 0, -2.4508E-05, 4.7103, 1.5450000000000173
-4.04, 0, -2.4106E-05, 4.7405000000000008, 1.4375000000000013
-4.0200000000000005, 0, -2.371E-05, 4.7678, 1.4399999999999955
-4, 0, -2.3322E-05, 4.7981000000000007, 1.5149999999999868
-8, 0, -0.00017918, -2.9249, 1.6400000000000319
-7.98, 0, -0.00017832000000000001, -2.8921, 1.6399999999999955
-7.96, 0, -0.0001774, -2.8593, 1.7349999999999961
-7.94, 0, -0.00017652000000000002, -2.8227, 1.8375000000000015
-7.92, 0, -0.00017568, -2.7858, 1.832500000000002
-7.9, 0, -0.00017482, -2.7494, 1.7249999999999972
-7.88, 0, -0.00017392000000000002, -2.7168, 1.7474999999999892
-7.86, 0, -0.00017302000000000002, -2.6795000000000004, 1.7799999999999911
-7.84, 0, -0.00017214000000000002, -2.6456000000000004, 1.7950000000000006
-7.82, 0, -0.00017124000000000002, -2.6077000000000004, 1.7725000000000086
-7.8, 0, -0.00017038, -2.5747, 1.7700000000000034
-7.78, 0, -0.00016948, -2.5369, 1.8749999999999918
-7.76, 0, -0.00016862000000000002, -2.4997000000000003, 1.8674999999999982
-7.74, 0, -0.00016772, -2.4622, 1.8075000000000048
-7.72, 0, -0.00016678, -2.4274, 1.7649999999999928
-7.7, 0, -0.00016588, -2.3916000000000004, 1.8599999999999934
-7.68, 0, -0.00016492, -2.353, 1.8825000000000074
-7.66, 0, -0.000164, -2.3163, 1.8450000000000359
-7.6400000000000006, 0, -0.0001631, -2.2792000000000003, 1.8974999999999946
-7.62, 0, -0.0001622, -2.2404, 1.9149999999999983
-7.6000000000000005, 0, -0.00016130000000000002, -2.2026000000000003, 1.8950000000000005
-7.58, 0, -0.00016036000000000002, -2.1646, 1.8875000000000068
-7.5600000000000005, 0, -0.00015944, -2.1271, 1.8924999999999952
-7.54, 0, -0.00015852000000000002, -2.0889, 1.912499999999993
-7.5200000000000005, 0, -0.0001576, -2.0506, 1.8475000000000004
-7.5, 0, -0.00015666, -2.015, 1.864000000000003
-7.48, 0, -0.00015572, -1.97604, 1.9360000000000026
-7.46, 0, -0.00015476000000000002, -1.93756, 1.8390000000000002
-7.44, 0, -0.0001538, -1.90248, 1.8979999999999979
-7.42, 0, -0.00015288, -1.86164, 2.0379999999999989
-7.4, 0, -0.0001519, -1.82096, 1.9790000000000012
-7.38, 0, -0.00015096, -1.7824799999999998, 1.9399999999999955
-7.36, 0, -0.00015002, -1.74336, 1.9899999999999956
-7.34, 0, -0.00014904, -1.70288, 2.0640000000000027
-7.32, 0, -0.00014814, -1.6607999999999998, 1.9659999999999993
-7.3, 0, -0.00014718, -1.62424, 1.9079999999999968
-7.28, 0, -0.00014622000000000002, -1.5844799999999999, 1.9569999999999959
-7.26, 0, -0.00014528000000000002, -1.54596, 1.9299999999999966
-7.24, 0, -0.00014432, -1.50728, 1.9690000000000023
-7.22, 0, -0.00014336, -1.4671999999999998, 1.9689999999999968
-7.2, 0, -0.00014240000000000002, -1.42852, 1.9229999999999952
-7.18, 0, -0.00014144, -1.39028, 1.9819999999999987
-7.16, 0, -0.00014046000000000002, -1.34924, 1.9880000000000433
-7.1400000000000006, 0, -0.0001395, -1.31076, 1.9609999999999999
-7.12, 0, -0.00013852, -1.2708, 2.0909999999999966
-7.1000000000000005, 0, -0.00013756, -1.22712, 2.0649999999999982
-7.08, 0, -0.00013658, -1.1882, 1.989
-7.0600000000000005, 0, -0.00013560000000000002, -1.14756, 2.0009999999999954
-7.04, 0, -0.00013466000000000002, -1.10816, 1.9659999999999993
-7.0200000000000005, 0, -0.00013368, -1.0689199999999999, 1.953000000000003
-7, 0, -0.0001327, -1.0300399999999998, 2.008999999999995
-6.98, 0, -0.00013174, -0.98856, 2.0369999999999955
-6.96, 0, -0.00013074, -0.94856, 2.0049999999999994
-6.94, 0, -0.0001298, -0.90836, 2.0029999999999974
-6.92, 0, -0.00012880000000000001, -0.86844, 2.0059999999999976
-6.9, 0, -0.00012788, -0.82812, 2.1
-6.88, 0, -0.0001269, -0.78443999999999992, 2.1909999999999994
-6.86, 0, -0.00012588, -0.74047999999999992, 2.0359999999999969
-6.84, 0, -0.00012492000000000002, -0.703, 1.983999999999998
-6.82, 0, -0.00012396, -0.66111999999999993, 2.0979999999999981
-6.8, 0, -0.00012298000000000002, -0.61908, 2.0649999999999982
-6.78, 0, -0.00012204, -0.57851999999999992, 2.0269999999999992
-6.76, 0, -0.00012106000000000001, -0.53799999999999992, 2.0119999999999969
-6.74, 0, -0.00012008, -0.49804, 2.0259999999999967
-6.72, 0, -0.00011914, -0.45696, 2.0229999999999979
-6.7, 0, -0.00011816000000000001, -0.41712, 2.0399999999999983
-6.68, 0, -0.0001172, -0.37535999999999997, 2.0789999999999984
-6.66, 0, -0.00011624000000000001, -0.33396, 2.049000000000043
-6.6400000000000006, 0, -0.00011528000000000001, -0.2934, 2.0649999999999982
-6.62, 0, -0.00011432, -0.25136, 2.0759999999999983
-6.6000000000000005, 0, -0.00011338, -0.21036, 2.1449999999999978
-6.58, 0, -0.00011242000000000001, -0.16555999999999999, 2.138999999999998
-6.5600000000000005, 0, -0.00011146000000000001, -0.1248, 2.0859999999999976
-6.54, 0, -0.0001105, -0.08212, 2.0879999999999979
-6.5200000000000005, 0, -0.00010956, -0.04128, 2.0679999999999983
-6.5, 0, -0.00010862, 0.0006, 2.0669999999999984
-6.48, 0, -0.00010766000000000001, 0.0414, 2.0369999999999981
-6.46, 0, -0.00010676, 0.08208, 2.0409999999999981
-6.44, 0, -0.00010580000000000001, 0.12304, 2.0699999999999981
-6.42, 0, -0.00010488000000000001, 0.16488, 2.033999999999998
-6.4, 0, -0.00010394000000000001, 0.2044, 2.0359999999999978
-6.38, 0, -0.00010304, 0.24631999999999998, 2.0939999999999976
-6.36, 0, -0.0001021, 0.28815999999999997, 2.0789999999999984
-6.34, 0, -0.00010118, 0.32948, 2.0569999999999986
-6.32, 0, -0.00010028000000000001, 0.37044, 2.1019999999999976
-6.3, 0, -9.9332E-05, 0.41356, 2.0429999999999984
-6.28, 0, -9.841E-05, 0.45216, 1.965999999999998
-6.26, 0, -9.7504000000000007E-05, 0.49219999999999997, 1.9679999999999986
-6.24, 0, -9.6594E-05, 0.53088, 2.1209999999999987
-6.22, 0, -9.5686E-05, 0.57704, 2.0859999999999972
-6.2, 0, -9.4796E-05, 0.61432, 1.9799999999999967
-6.18, 0, -9.3896E-05, 0.65623999999999993, 2.0389999999999975
-6.16, 0, -9.3008E-05, 0.69587999999999994, 2.0290000000000434
-6.1400000000000006, 0, -9.2116E-05, 0.73739999999999994, 1.8949999999999978
-6.12, 0, -9.1234E-05, 0.77167999999999992, 1.864
-6.1000000000000005, 0, -9.034800000000001E-05, 0.81196, 1.9819999999999987
-6.08, 0, -8.9428E-05, 0.85095999999999994, 2.0659999999999967
-6.0600000000000005, 0, -8.8562E-05, 0.8946, 2.0149999999999983
-6.04, 0, -8.7696000000000009E-05, 0.93155999999999994, 1.9539999999999984
-6.0200000000000005, 0, -8.6836000000000007E-05, 0.97276, 1.9859999999999971
-6, 0, -8.598E-05, 1.011, 2.003
-5.98, 0, -8.5118000000000007E-05, 1.05288, 2.1319999999999988
-5.96, 0, -8.4274E-05, 1.09628, 1.9799999999999967
-5.94, 0, -8.3416E-05, 1.13208, 1.8809999999999976
-5.92, 0, -8.257E-05, 1.17152, 2.0319999999999987
-5.9, 0, -8.1724E-05, 1.21336, 1.9929999999999986
-5.88, 0, -8.0892E-05, 1.25124, 1.9899999999999956
-5.86, 0, -8.003E-05, 1.2929599999999999, 2.0780000000000003
-5.84, 0, -7.9204000000000009E-05, 1.33436, 2.025999999999998
-5.82, 0, -7.8366E-05, 1.3739999999999999, 1.9379999999999991
-5.8, 0, -7.7544E-05, 1.41188, 1.9460000000000015
-5.78, 0, -7.6750000000000009E-05, 1.45184, 1.946999999999997
-5.76, 0, -7.593E-05, 1.48976, 1.8329999999999942
-5.74, 0, -7.5118000000000008E-05, 1.5251599999999999, 1.9759999999999982
-5.72, 0, -7.432E-05, 1.5688, 2.051000000000001
-5.7, 0, -7.3522E-05, 1.6072, 1.9139999999999973
-5.68, 0, -7.2734E-05, 1.64536, 1.8759999999999981
-5.66, 0, -7.195E-05, 1.68224, 1.9909999999999966
-5.64, 0, -7.1150000000000008E-05, 1.7249999999999999, 2.0149999999999983
-5.62, 0, -7.0356E-05, 1.76284, 2.018000000000046
-5.6000000000000005, 0, -6.9588E-05, 1.80572, 2.0089999999999977
-5.58, 0, -6.8826000000000008E-05, 1.8432, 1.8749999999999973
-5.5600000000000005, 0, -6.8052E-05, 1.88072, 1.8989999999999989
-5.54, 0, -6.729E-05, 1.91916, 1.8659999999999994
-5.5200000000000005, 0, -6.6548E-05, 1.95536, 1.8899999999999955
-5.5, 0, -6.5794E-05, 1.9947599999999999, 1.9579999999999969
-5.48, 0, -6.504E-05, 2.03368, 1.9249999999999972
-5.46, 0, -6.4308000000000008E-05, 2.07176, 1.9549999999999939
-5.44, 0, -6.3576E-05, 2.1118799999999998, 1.9870000000000037
-5.42, 0, -6.2842E-05, 2.15124, 1.8500000000000056
-5.4, 0, -6.2088E-05, 2.18588, 1.781500000000001
-5.38, 0, -6.1374E-05, 2.2225, 1.887999999999999
-5.36, 0, -6.0660000000000005E-05, 2.2614, 1.9075000000000046
-5.34, 0, -5.9948E-05, 2.2988000000000004, 1.865000000000004
-5.32, 0, -5.9246E-05, 2.3360000000000003, 1.967499999999998
-5.3, 0, -5.8544E-05, 2.3775000000000004, 1.8425000000000009
-5.28, 0, -5.7842E-05, 2.4097000000000004, 1.8449999999999951
-5.26, 0, -5.7158000000000004E-05, 2.4513000000000003, 1.88999999999999
-5.24, 0, -5.6472000000000004E-05, 2.4853, 1.822499999999992
-5.22, 0, -5.5784E-05, 2.5242, 1.8475000000000004
-5.2, 0, -5.5114E-05, 2.5592, 1.7925000000000064
-5.18, 0, -5.4420000000000004E-05, 2.5959000000000003, 1.865000000000004
-5.16, 0, -5.3754E-05, 2.6338000000000004, 1.8399999999999956
-5.14, 0, -5.3094000000000004E-05, 2.6695, 1.7024999999999941
-5.12, 0, -5.2436000000000004E-05, 2.7019, 1.7775000000000365
-5.1000000000000005, 0, -5.1782E-05, 2.7406, 1.9750000000000028
-5.08, 0, -5.1138000000000004E-05, 2.7809000000000004, 1.9500000000000055
-5.0600000000000005, 0, -5.05E-05, 2.8186000000000004, 1.7574999999999992
-5.04, 0, -4.9862000000000005E-05, 2.8512000000000004, 1.6474999999999891
-5.0200000000000005, 0, -4.9224E-05, 2.8845, 1.8949999999999894
-5, 0, -4.8588E-05, 2.927, 1.9850000000000017
-4.98, 0, -4.7974E-05, 2.9639, 1.7950000000000006
-4.96, 0, -4.7338E-05, 2.9988, 1.7249999999999972
-4.94, 0, -4.672E-05, 3.0329, 1.7824999999999964
-4.92, 0, -4.6116000000000004E-05, 3.0701, 1.7975000000000059
-4.9, 0, -4.5512E-05, 3.1048000000000004, 1.755000000000005
-4.88, 0, -4.4918E-05, 3.1403000000000003, 1.6774999999999969
-4.86, 0, -4.4324000000000005E-05, 3.1719000000000004, 1.8375000000000015
-4.84, 0, -4.3746000000000004E-05, 3.2138000000000004, 1.8324999999999909
-4.82, 0, -4.3158E-05, 3.2452, 1.7624999999999986
-4.8, 0, -4.2578000000000005E-05, 3.2843000000000004, 1.667499999999998
-4.78, 0, -4.2012000000000004E-05, 3.3119, 1.6249999999999973
-4.76, 0, -4.1446E-05, 3.3493000000000004, 1.8400000000000067
-4.74, 0, -4.0864E-05, 3.3855000000000004, 1.7574999999999992
-4.72, 0, -4.0304E-05, 3.4196000000000004, 1.6774999999999969
-4.7, 0, -3.9756000000000004E-05, 3.4526000000000003, 1.8349999999999962
-4.68, 0, -3.9216E-05, 3.4930000000000003, 1.9275000000000024
-4.66, 0, -3.8662000000000004E-05, 3.5297000000000005, 1.5674999999999981
-4.64, 0, -3.8128E-05, 3.5557000000000003, 1.5649999999999928
-4.62, 0, -3.7584000000000005E-05, 3.5923000000000003, 1.6775000000000342
-4.6000000000000005, 0, -3.7072E-05, 3.6228000000000002, 1.7600000000000045
-4.58, 0, -3.6538E-05, 3.6627000000000005, 1.9149999999999983
-4.5600000000000005, 0, -3.6018E-05, 3.6994000000000002, 1.6624999999999985
-4.54, 0, -3.5510000000000004E-05, 3.7292000000000005, 1.6600000000000044
-4.5200000000000005, 0, -3.498E-05, 3.7658000000000005, 1.6649999999999927
-4.5, 0, -3.4476E-05, 3.7958000000000003, 1.6199999999999979
-4.48, 0, -3.3978E-05, 3.8306000000000004, 1.6874999999999958
-4.46, 0, -3.3488E-05, 3.8633, 1.6199999999999979
-4.44, 0, -3.2996E-05, 3.8954000000000004, 1.5574999999999992
-4.42, 0, -3.251E-05, 3.9256, 1.634999999999996
-4.4, 0, -3.2026E-05, 3.9608000000000003, 1.9025000000000052
-4.38, 0, -3.1554E-05, 4.0017000000000005, 1.7450000000000061
-4.36, 0, -3.1082E-05, 4.0306000000000006, 1.4924999999999842
-4.34, 0, -3.0614E-05, 4.0614, 1.3624999999999987
-4.32, 0, -3.0148E-05, 4.0851000000000006, 1.4975000000000169
-4.3, 0, -2.9666E-05, 4.1213000000000006, 1.8375000000000015
-4.28, 0, -2.923E-05, 4.1586000000000007, 1.7349999999999961
-4.26, 0, -2.8782E-05, 4.1907000000000005, 1.6424999999999896
-4.24, 0, -2.834E-05, 4.2243, 1.6299999999999966
-4.22, 0, -2.7902E-05, 4.2559000000000005, 1.5775000000000081
-4.2, 0, -2.7462000000000002E-05, 4.2874000000000008, 1.6024999999999943
-4.18, 0, -2.7040000000000002E-05, 4.32, 1.6174999999999815
-4.16, 0, -2.6612000000000002E-05, 4.3521, 1.4699999999999922
-4.14, 0, -2.6188E-05, 4.3788, 1.4925000000000064
-4.12, 0, -2.5764E-05, 4.4118, 1.6375000000000013
