VG,IG,ID,absId,absIg
-12.200000000000001,-1.4093E-09,3.9514E-07,3.9514E-07,1.4093E-09
-12,-1.3702E-09,5.9358E-07,5.9358E-07,1.3702E-09
-11.8,-1.3303E-09,8.5994E-07,8.5994E-07,1.3303E-09
-11.6,-1.2916E-09,1.1966000000000001E-06,1.1966000000000001E-06,1.2916E-09
-11.4,-1.2529E-09,1.6357E-06,1.6357E-06,1.2529E-09
-11.200000000000001,-1.2168E-09,2.1705000000000002E-06,2.1705000000000002E-06,1.2168E-09
-11,-1.1789E-09,2.8123E-06,2.8123E-06,1.1789E-09
-10.8,-1.1436E-09,3.5661000000000005E-06,3.5661000000000005E-06,1.1436E-09
-10.6,-1.1081E-09,4.4348E-06,4.4348E-06,1.1081E-09
-10.4,-1.0729E-09,5.4226E-06,5.4226E-06,1.0729E-09
-10.200000000000001,-1.0393E-09,6.5283000000000007E-06,6.5283000000000007E-06,1.0393E-09
-10,-1.006E-09,7.7466000000000014E-06,7.7466000000000014E-06,1.006E-09
-9.8,-9.7427E-10,9.0598000000000009E-06,9.0598000000000009E-06,9.7427E-10
-9.6,-9.4268E-10,1.0500700000000001E-05,1.0500700000000001E-05,9.4268E-10
-9.4,-9.1014E-10,1.2052E-05,1.2052E-05,9.1014E-10
-9.2000000000000011,-8.789800000000001E-10,1.3708E-05,1.3708E-05,8.789800000000001E-10
-9,-8.4962000000000011E-10,1.5458E-05,1.5458E-05,8.4962000000000011E-10
-8.8,-8.2026E-10,1.7296000000000002E-05,1.7296000000000002E-05,8.2026E-10
-8.6,-7.9126E-10,1.9214E-05,1.9214E-05,7.9126E-10
-8.4,-7.6319E-10,2.122E-05,2.122E-05,7.6319E-10
-8.2,-7.3578E-10,2.3294E-05,2.3294E-05,7.3578E-10
-8,-7.0928000000000006E-10,2.5434E-05,2.5434E-05,7.0928000000000006E-10
-7.8,-6.8233000000000006E-10,2.7624000000000002E-05,2.7624000000000002E-05,6.8233000000000006E-10
-7.6000000000000005,-6.5648000000000009E-10,2.9882E-05,2.9882E-05,6.5648000000000009E-10
-7.4,-6.308800000000001E-10,3.2188000000000004E-05,3.2188000000000004E-05,6.308800000000001E-10
-7.2,-6.0678E-10,3.4524000000000004E-05,3.4524000000000004E-05,6.0678E-10
-7,-5.8245000000000009E-10,3.6910000000000004E-05,3.6910000000000004E-05,5.8245000000000009E-10
-6.8,-5.5882E-10,3.9324E-05,3.9324E-05,5.5882E-10
-6.6000000000000005,-5.3617E-10,4.177E-05,4.177E-05,5.3617E-10
-6.4,-5.135E-10,4.422E-05,4.422E-05,5.135E-10
-6.2,-4.9165000000000005E-10,4.6698E-05,4.6698E-05,4.9165000000000005E-10
-6,-4.7021000000000008E-10,4.919E-05,4.919E-05,4.7021000000000008E-10
-5.8,-4.4927000000000004E-10,5.1686E-05,5.1686E-05,4.4927000000000004E-10
-5.6000000000000005,-4.2857000000000005E-10,5.419E-05,5.419E-05,4.2857000000000005E-10
-5.4,-4.0859000000000003E-10,5.6698000000000005E-05,5.6698000000000005E-05,4.0859000000000003E-10
-5.2,-3.8929E-10,5.9198000000000005E-05,5.9198000000000005E-05,3.8929E-10
-5,-3.7031000000000004E-10,6.1694E-05,6.1694E-05,3.7031000000000004E-10
-4.8,-3.5234000000000005E-10,6.4172000000000008E-05,6.4172000000000008E-05,3.5234000000000005E-10
-4.6000000000000005,-3.3424000000000003E-10,6.6648E-05,6.6648E-05,3.3424000000000003E-10
-4.4,-3.161E-10,6.9110000000000007E-05,6.9110000000000007E-05,3.161E-10
-4.2,-2.9927000000000004E-10,7.1554E-05,7.1554E-05,2.9927000000000004E-10
-4,-2.8252E-10,7.398E-05,7.398E-05,2.8252E-10
-14,-1.8722E-09,2.0852E-09,2.0852E-09,1.8722E-09
-13.8,-1.825E-09,3.6767E-09,3.6767E-09,1.825E-09
-13.6,-1.7769E-09,7.1869E-09,7.1869E-09,1.7769E-09
-13.4,-1.7321E-09,1.3678399999999999E-08,1.3678399999999999E-08,1.7321E-09
-13.200000000000001,-1.6821E-09,2.77436E-08,2.77436E-08,1.6821E-09
-13,-1.6375E-09,5.2931399999999994E-08,5.2931399999999994E-08,1.6375E-09
-12.8,-1.5925E-09,9.5065999999999986E-08,9.5065999999999986E-08,1.5925E-09
-12.6,-1.5492E-09,1.5706E-07,1.5706E-07,1.5492E-09
-12.4,-1.5059E-09,2.6082E-07,2.6082E-07,1.5059E-09
-12.200000000000001,-1.4637E-09,4.1046E-07,4.1046E-07,1.4637E-09
-12,-1.4214E-09,6.1932E-07,6.1932E-07,1.4214E-09
-11.8,-1.3802E-09,9.0063999999999994E-07,9.0063999999999994E-07,1.3802E-09
-11.6,-1.3414E-09,1.2558000000000001E-06,1.2558000000000001E-06,1.3414E-09
-11.4,-1.302E-09,1.7280000000000002E-06,1.7280000000000002E-06,1.302E-09
-11.200000000000001,-1.263E-09,2.3064E-06,2.3064E-06,1.263E-09
-11,-1.2249E-09,3.0018E-06,3.0018E-06,1.2249E-09
-10.8,-1.1875E-09,3.8247E-06,3.8247E-06,1.1875E-09
-10.6,-1.1512E-09,4.7814000000000005E-06,4.7814000000000005E-06,1.1512E-09
-10.4,-1.1158E-09,5.8714E-06,5.8714E-06,1.1158E-09
-10.200000000000001,-1.0807E-09,7.1001000000000009E-06,7.1001000000000009E-06,1.0807E-09
-10,-1.0462E-09,8.4635000000000012E-06,8.4635000000000012E-06,1.0462E-09
-9.8,-1.012E-09,9.959900000000001E-06,9.959900000000001E-06,1.012E-09
-9.6,-9.7885E-10,1.1550000000000001E-05,1.1550000000000001E-05,9.7885E-10
-9.4,-9.4641E-10,1.3308E-05,1.3308E-05,9.4641E-10
-9.2000000000000011,-9.1421000000000009E-10,1.5182000000000001E-05,1.5182000000000001E-05,9.1421000000000009E-10
-9,-8.8359E-10,1.7164E-05,1.7164E-05,8.8359E-10
-8.8,-8.5340000000000007E-10,1.9262E-05,1.9262E-05,8.5340000000000007E-10
-8.6,-8.2346000000000007E-10,2.1448000000000002E-05,2.1448000000000002E-05,8.2346000000000007E-10
-8.4,-7.9451000000000008E-10,2.3736E-05,2.3736E-05,7.9451000000000008E-10
-8.2,-7.6648E-10,2.6114E-05,2.6114E-05,7.6648E-10
-8,-7.3784E-10,2.8576000000000002E-05,2.8576000000000002E-05,7.3784E-10
-7.8,-7.1110000000000006E-10,3.1094000000000004E-05,3.1094000000000004E-05,7.1110000000000006E-10
-7.6000000000000005,-6.84E-10,3.3696000000000004E-05,3.3696000000000004E-05,6.84E-10
-7.4,-6.5849000000000007E-10,3.6352E-05,3.6352E-05,6.5849000000000007E-10
-7.2,-6.3257E-10,3.9054E-05,3.9054E-05,6.3257E-10
-7,-6.0792E-10,4.1808000000000004E-05,4.1808000000000004E-05,6.0792E-10
-6.8,-5.8354E-10,4.4606E-05,4.4606E-05,5.8354E-10
-6.6000000000000005,-5.6011E-10,4.744E-05,4.744E-05,5.6011E-10
-6.4,-5.3644000000000006E-10,5.0282000000000004E-05,5.0282000000000004E-05,5.3644000000000006E-10
-6.2,-5.1413000000000006E-10,5.3162000000000004E-05,5.3162000000000004E-05,5.1413000000000006E-10
-6,-4.9176000000000007E-10,5.606E-05,5.606E-05,4.9176000000000007E-10
-5.8,-4.7027000000000007E-10,5.8964E-05,5.8964E-05,4.7027000000000007E-10
-5.6000000000000005,-4.4958E-10,6.188E-05,6.188E-05,4.4958E-10
-5.4,-4.2877E-10,6.4798E-05,6.4798E-05,4.2877E-10
-5.2,-4.0885000000000004E-10,6.7716E-05,6.7716E-05,4.0885000000000004E-10
-5,-3.8947000000000005E-10,7.0628E-05,7.0628E-05,3.8947000000000005E-10
-4.8,-3.7009E-10,7.3518E-05,7.3518E-05,3.7009E-10
-4.6000000000000005,-3.5196000000000004E-10,7.6408E-05,7.6408E-05,3.5196000000000004E-10
-4.4,-3.3382000000000004E-10,7.9288E-05,7.9288E-05,3.3382000000000004E-10
-4.2,-3.1592000000000003E-10,8.2144E-05,8.2144E-05,3.1592000000000003E-10
-4,-2.9896E-10,8.4984E-05,8.4984E-05,2.9896E-10
-14,-1.9207E-09,2.1597E-09,2.1597E-09,1.9207E-09
-13.8,-1.8697E-09,3.7907E-09,3.7907E-09,1.8697E-09
-13.6,-1.8195E-09,7.4289E-09,7.4289E-09,1.8195E-09
-13.4,-1.7736E-09,1.4106199999999998E-08,1.4106199999999998E-08,1.7736E-09
-13.200000000000001,-1.724E-09,2.8629799999999998E-08,2.8629799999999998E-08,1.724E-09
-13,-1.6769E-09,5.4589599999999993E-08,5.4589599999999993E-08,1.6769E-09
-12.8,-1.6311E-09,9.8183999999999988E-08,9.8183999999999988E-08,1.6311E-09
-12.6,-1.5853E-09,1.6182E-07,1.6182E-07,1.5853E-09
-12.4,-1.5403E-09,2.6946E-07,2.6946E-07,1.5403E-09
-12.200000000000001,-1.4981E-09,4.2477999999999997E-07,4.2477999999999997E-07,1.4981E-09
-12,-1.4547E-09,6.425E-07,6.425E-07,1.4547E-09
-11.8,-1.4132E-09,9.3694E-07,9.3694E-07,1.4132E-09
-11.6,-1.3733E-09,1.3039000000000001E-06,1.3039000000000001E-06,1.3733E-09
-11.4,-1.3312E-09,1.8023E-06,1.8023E-06,1.3312E-09
-11.200000000000001,-1.2916E-09,2.4169E-06,2.4169E-06,1.2916E-09
-11,-1.253E-09,3.1587000000000004E-06,3.1587000000000004E-06,1.253E-09
-10.8,-1.2147E-09,4.0397000000000005E-06,4.0397000000000005E-06,1.2147E-09
-10.6,-1.1776E-09,5.0677000000000006E-06,5.0677000000000006E-06,1.1776E-09
-10.4,-1.1412E-09,6.2490000000000006E-06,6.2490000000000006E-06,1.1412E-09
-10.200000000000001,-1.1054E-09,7.5829000000000007E-06,7.5829000000000007E-06,1.1054E-09
-10,-1.0709E-09,9.0713E-06,9.0713E-06,1.0709E-09
-9.8,-1.0363E-09,1.07092E-05,1.07092E-05,1.0363E-09
-9.6,-1.0033E-09,1.2486E-05,1.2486E-05,1.0033E-09
-9.4,-9.7077000000000015E-10,1.4390000000000001E-05,1.4390000000000001E-05,9.7077000000000015E-10
-9.2000000000000011,-9.3779000000000013E-10,1.6468000000000002E-05,1.6468000000000002E-05,9.3779000000000013E-10
-9,-9.0582000000000008E-10,1.8674E-05,1.8674E-05,9.0582000000000008E-10
-8.8,-8.7526E-10,2.1012E-05,2.1012E-05,8.7526E-10
-8.6,-8.4444E-10,2.3454E-05,2.3454E-05,8.4444E-10
-8.4,-8.1472000000000006E-10,2.6018E-05,2.6018E-05,8.1472000000000006E-10
-8.2,-7.8604000000000011E-10,2.8688E-05,2.8688E-05,7.8604000000000011E-10
-8,-7.5679E-10,3.1446000000000004E-05,3.1446000000000004E-05,7.5679E-10
-7.8,-7.2954E-10,3.4282E-05,3.4282E-05,7.2954E-10
-7.6000000000000005,-7.0255E-10,3.7212E-05,3.7212E-05,7.0255E-10
-7.4,-6.7584E-10,4.0214E-05,4.0214E-05,6.7584E-10
-7.2,-6.5024E-10,4.3270000000000004E-05,4.3270000000000004E-05,6.5024E-10
-7,-6.2468000000000006E-10,4.6392E-05,4.6392E-05,6.2468000000000006E-10
-6.8,-6.0017E-10,4.9562000000000004E-05,4.9562000000000004E-05,6.0017E-10
-6.6000000000000005,-5.7595000000000006E-10,5.2774E-05,5.2774E-05,5.7595000000000006E-10
-6.4,-5.5263000000000009E-10,5.6014E-05,5.6014E-05,5.5263000000000009E-10
-6.2,-5.2963000000000006E-10,5.9286E-05,5.9286E-05,5.2963000000000006E-10
-6,-5.068E-10,6.2582E-05,6.2582E-05,5.068E-10
-5.8,-4.8545E-10,6.5892E-05,6.5892E-05,4.8545E-10
-5.6000000000000005,-4.6407000000000003E-10,6.9216E-05,6.9216E-05,4.6407000000000003E-10
-5.4,-4.4329000000000003E-10,7.2544E-05,7.2544E-05,4.4329000000000003E-10
-5.2,-4.2270000000000005E-10,7.5874E-05,7.5874E-05,4.2270000000000005E-10
-5,-4.0307000000000004E-10,7.9202E-05,7.9202E-05,4.0307000000000004E-10
-4.8,-3.8341E-10,8.2506E-05,8.2506E-05,3.8341E-10
-4.6000000000000005,-3.6472E-10,8.5806E-05,8.5806E-05,3.6472E-10
-4.4,-3.4619E-10,8.9098E-05,8.9098E-05,3.4619E-10
-4.2,-3.2827000000000005E-10,9.2368000000000007E-05,9.2368000000000007E-05,3.2827000000000005E-10
-4,-3.1039E-10,9.5620000000000009E-05,9.5620000000000009E-05,3.1039E-10
-14,-1.9463E-09,2.2173E-09,2.2173E-09,1.9463E-09
-13.8,-1.8936E-09,3.9046E-09,3.9046E-09,1.8936E-09
-13.6,-1.8425E-09,7.654E-09,7.654E-09,1.8425E-09
-13.4,-1.7949E-09,1.4438799999999999E-08,1.4438799999999999E-08,1.7949E-09
-13.200000000000001,-1.7437E-09,2.9229999999999998E-08,2.9229999999999998E-08,1.7437E-09
-13,-1.6954E-09,5.5877399999999993E-08,5.5877399999999993E-08,1.6954E-09
-12.8,-1.6483E-09,1.0068379999999999E-07,1.0068379999999999E-07,1.6483E-09
-12.6,-1.6036E-09,1.6566E-07,1.6566E-07,1.6036E-09
-12.4,-1.558E-09,2.759E-07,2.759E-07,1.558E-09
-12.200000000000001,-1.5135E-09,4.3551999999999997E-07,4.3551999999999997E-07,1.5135E-09
-12,-1.4712E-09,6.5816E-07,6.5816E-07,1.4712E-09
-11.8,-1.4288E-09,9.6172E-07,9.6172E-07,1.4288E-09
-11.6,-1.3874E-09,1.3389000000000002E-06,1.3389000000000002E-06,1.3874E-09
-11.4,-1.3462E-09,1.8555000000000003E-06,1.8555000000000003E-06,1.3462E-09
-11.200000000000001,-1.3072E-09,2.4974000000000004E-06,2.4974000000000004E-06,1.3072E-09
-11,-1.2675E-09,3.2768000000000005E-06,3.2768000000000005E-06,1.2675E-09
-10.8,-1.2288E-09,4.2056E-06,4.2056E-06,1.2288E-09
-10.6,-1.1911E-09,5.2943E-06,5.2943E-06,1.1911E-09
-10.4,-1.1546E-09,6.5518000000000005E-06,6.5518000000000005E-06,1.1546E-09
-10.200000000000001,-1.1178E-09,7.9774000000000009E-06,7.9774000000000009E-06,1.1178E-09
-10,-1.0829E-09,9.5763000000000018E-06,9.5763000000000018E-06,1.0829E-09
-9.8,-1.0485E-09,1.1342300000000002E-05,1.1342300000000002E-05,1.0485E-09
-9.6,-1.0147E-09,1.3256E-05,1.3256E-05,1.0147E-09
-9.4,-9.8085E-10,1.5326000000000002E-05,1.5326000000000002E-05,9.8085E-10
-9.2000000000000011,-9.4768E-10,1.759E-05,1.759E-05,9.4768E-10
-9,-9.158500000000001E-10,2.0004E-05,2.0004E-05,9.158500000000001E-10
-8.8,-8.85E-10,2.2564E-05,2.2564E-05,8.85E-10
-8.6,-8.5408000000000012E-10,2.5244E-05,2.5244E-05,8.5408000000000012E-10
-8.4,-8.2445000000000008E-10,2.8064E-05,2.8064E-05,8.2445000000000008E-10
-8.2,-7.9528000000000007E-10,3.1008E-05,3.1008E-05,7.9528000000000007E-10
-8,-7.6588E-10,3.4058E-05,3.4058E-05,7.6588E-10
-7.8,-7.389600000000001E-10,3.7198E-05,3.7198E-05,7.389600000000001E-10
-7.6000000000000005,-7.1135E-10,4.0446E-05,4.0446E-05,7.1135E-10
-7.4,-6.8463E-10,4.3772E-05,4.3772E-05,6.8463E-10
-7.2,-6.5868E-10,4.7170000000000004E-05,4.7170000000000004E-05,6.5868E-10
-7,-6.338E-10,5.0646E-05,5.0646E-05,6.338E-10
-6.8,-6.0888000000000007E-10,5.4178E-05,5.4178E-05,6.0888000000000007E-10
-6.6000000000000005,-5.8496E-10,5.7764000000000005E-05,5.7764000000000005E-05,5.8496E-10
-6.4,-5.6104000000000006E-10,6.1378000000000008E-05,6.1378000000000008E-05,5.6104000000000006E-10
-6.2,-5.3833E-10,6.504E-05,6.504E-05,5.3833E-10
-6,-5.1553000000000008E-10,6.8728E-05,6.8728E-05,5.1553000000000008E-10
-5.8,-4.9345000000000009E-10,7.244E-05,7.244E-05,4.9345000000000009E-10
-5.6000000000000005,-4.7164E-10,7.6164E-05,7.6164E-05,4.7164E-10
-5.4,-4.5094000000000005E-10,7.99E-05,7.99E-05,4.5094000000000005E-10
-5.2,-4.3065000000000006E-10,8.3642E-05,8.3642E-05,4.3065000000000006E-10
-5,-4.1078000000000005E-10,8.7382E-05,8.7382E-05,4.1078000000000005E-10
-4.8,-3.9106000000000004E-10,9.109600000000001E-05,9.109600000000001E-05,3.9106000000000004E-10
-4.6000000000000005,-3.7236000000000005E-10,9.4814E-05,9.4814E-05,3.7236000000000005E-10
-4.4,-3.538E-10,9.8522E-05,9.8522E-05,3.538E-10
-4.2,-3.3320000000000005E-10,0.000100004,0.000100004,3.3320000000000005E-10
-4,-3.1183000000000005E-10,0.00010000200000000001,0.00010000200000000001,3.1183000000000005E-10
-14,-1.9508E-09,2.2501E-09,2.2501E-09,1.9508E-09
-13.8,-1.9E-09,3.9838E-09,3.9838E-09,1.9E-09
-13.6,-1.848E-09,7.8358E-09,7.8358E-09,1.848E-09
-13.4,-1.8002E-09,1.4731799999999998E-08,1.4731799999999998E-08,1.8002E-09
-13.200000000000001,-1.7465E-09,2.99458E-08,2.99458E-08,1.7465E-09
-13,-1.6993E-09,5.7017399999999995E-08,5.7017399999999995E-08,1.6993E-09
-12.8,-1.6523E-09,1.0279899999999999E-07,1.0279899999999999E-07,1.6523E-09
-12.6,-1.6066E-09,1.6884E-07,1.6884E-07,1.6066E-09
-12.4,-1.562E-09,2.8104E-07,2.8104E-07,1.562E-09
-12.200000000000001,-1.5173E-09,4.4419999999999997E-07,4.4419999999999997E-07,1.5173E-09
-12,-1.4731E-09,6.7298E-07,6.7298E-07,1.4731E-09
-11.8,-1.432E-09,9.8356E-07,9.8356E-07,1.432E-09
-11.6,-1.3904E-09,1.3693000000000002E-06,1.3693000000000002E-06,1.3904E-09
-11.4,-1.349E-09,1.9027000000000002E-06,1.9027000000000002E-06,1.349E-09
-11.200000000000001,-1.3084E-09,2.566E-06,2.566E-06,1.3084E-09
-11,-1.2694E-09,3.3762000000000004E-06,3.3762000000000004E-06,1.2694E-09
-10.8,-1.2313E-09,4.3447E-06,4.3447E-06,1.2313E-09
-10.6,-1.1941E-09,5.4838000000000008E-06,5.4838000000000008E-06,1.1941E-09
-10.4,-1.1575E-09,6.8038000000000008E-06,6.8038000000000008E-06,1.1575E-09
-10.200000000000001,-1.1211E-09,8.3093E-06,8.3093E-06,1.1211E-09
-10,-1.0857E-09,9.9996000000000016E-06,9.9996000000000016E-06,1.0857E-09
-9.8,-1.0515E-09,1.1876000000000001E-05,1.1876000000000001E-05,1.0515E-09
-9.6,-1.0177E-09,1.3936E-05,1.3936E-05,1.0177E-09
-9.4,-9.8359000000000012E-10,1.6144E-05,1.6144E-05,9.8359000000000012E-10
-9.2000000000000011,-9.5083000000000012E-10,1.8574000000000002E-05,1.8574000000000002E-05,9.5083000000000012E-10
-9,-9.1894E-10,2.1178E-05,2.1178E-05,9.1894E-10
-8.8,-8.8816000000000006E-10,2.3934E-05,2.3934E-05,8.8816000000000006E-10
-8.6,-8.5838000000000009E-10,2.6834E-05,2.6834E-05,8.5838000000000009E-10
-8.4,-8.2815000000000008E-10,2.9896E-05,2.9896E-05,8.2815000000000008E-10
-8.2,-7.9844000000000009E-10,3.3092E-05,3.3092E-05,7.9844000000000009E-10
-8,-7.7019000000000011E-10,3.6422000000000005E-05,3.6422000000000005E-05,7.7019000000000011E-10
-7.8,-7.4261000000000009E-10,3.9848E-05,3.9848E-05,7.4261000000000009E-10
-7.6000000000000005,-7.1472000000000009E-10,4.3400000000000005E-05,4.3400000000000005E-05,7.1472000000000009E-10
-7.4,-6.884E-10,4.705E-05,4.705E-05,6.884E-10
-7.2,-6.6267E-10,5.0774E-05,5.0774E-05,6.6267E-10
-7,-6.368100000000001E-10,5.4594E-05,5.4594E-05,6.368100000000001E-10
-6.8,-6.1203E-10,5.8482E-05,5.8482E-05,6.1203E-10
-6.6000000000000005,-5.8803000000000009E-10,6.2426E-05,6.2426E-05,5.8803000000000009E-10
-6.4,-5.6416E-10,6.6414E-05,6.6414E-05,5.6416E-10
-6.2,-5.415E-10,7.0458000000000009E-05,7.0458000000000009E-05,5.415E-10
-6,-5.1915E-10,7.4532E-05,7.4532E-05,5.1915E-10
-5.8,-4.9752000000000006E-10,7.8642E-05,7.8642E-05,4.9752000000000006E-10
-5.6000000000000005,-4.7565E-10,8.276E-05,8.276E-05,4.7565E-10
-5.4,-4.548E-10,8.6902E-05,8.6902E-05,4.548E-10
-5.2,-4.3452E-10,9.1046000000000009E-05,9.1046000000000009E-05,4.3452E-10
-5,-4.1462E-10,9.5186E-05,9.5186E-05,4.1462E-10
-4.8,-3.9513E-10,9.9318E-05,9.9318E-05,3.9513E-10
-4.6000000000000005,-3.7201000000000004E-10,0.00010000200000000001,0.00010000200000000001,3.7201000000000004E-10
-4.4,-3.4850000000000004E-10,0.00010000200000000001,0.00010000200000000001,3.4850000000000004E-10
-4.2,-3.2578000000000004E-10,0.000100004,0.000100004,3.2578000000000004E-10
-4,-3.0486E-10,0.00010000200000000001,0.00010000200000000001,3.0486E-10
-14,-1.9461E-09,2.264E-09,2.264E-09,1.9461E-09
-13.8,-1.8932E-09,4.0283E-09,4.0283E-09,1.8932E-09
-13.6,-1.8407E-09,7.9605E-09,7.9605E-09,1.8407E-09
-13.4,-1.7948E-09,1.50152E-08,1.50152E-08,1.7948E-09
-13.200000000000001,-1.7414E-09,3.05674E-08,3.05674E-08,1.7414E-09
-13,-1.6931E-09,5.8253399999999994E-08,5.8253399999999994E-08,1.6931E-09
-12.8,-1.6461E-09,1.0481699999999999E-07,1.0481699999999999E-07,1.6461E-09
-12.6,-1.6012E-09,1.717E-07,1.717E-07,1.6012E-09
-12.4,-1.5559E-09,2.8624E-07,2.8624E-07,1.5559E-09
-12.200000000000001,-1.5118E-09,4.5162E-07,4.5162E-07,1.5118E-09
-12,-1.468E-09,6.8502E-07,6.8502E-07,1.468E-09
-11.8,-1.426E-09,1.0013E-06,1.0013E-06,1.426E-09
-11.6,-1.3868E-09,1.3924000000000002E-06,1.3924000000000002E-06,1.3868E-09
-11.4,-1.3444E-09,1.9382000000000003E-06,1.9382000000000003E-06,1.3444E-09
-11.200000000000001,-1.3052E-09,2.6172E-06,2.6172E-06,1.3052E-09
-11,-1.2655E-09,3.4499E-06,3.4499E-06,1.2655E-09
-10.8,-1.2272E-09,4.4507000000000004E-06,4.4507000000000004E-06,1.2272E-09
-10.6,-1.1899E-09,5.6298000000000007E-06,5.6298000000000007E-06,1.1899E-09
-10.4,-1.1531E-09,6.9964000000000005E-06,6.9964000000000005E-06,1.1531E-09
-10.200000000000001,-1.1168E-09,8.5675E-06,8.5675E-06,1.1168E-09
-10,-1.082E-09,1.03376E-05,1.03376E-05,1.082E-09
-9.8,-1.0475E-09,1.2302E-05,1.2302E-05,1.0475E-09
-9.6,-1.0134E-09,1.4478000000000001E-05,1.4478000000000001E-05,1.0134E-09
-9.4,-9.8150000000000018E-10,1.6824E-05,1.6824E-05,9.8150000000000018E-10
-9.2000000000000011,-9.4886000000000017E-10,1.9402E-05,1.9402E-05,9.4886000000000017E-10
-9,-9.1665E-10,2.2178E-05,2.2178E-05,9.1665E-10
-8.8,-8.863200000000001E-10,2.5124000000000002E-05,2.5124000000000002E-05,8.863200000000001E-10
-8.6,-8.5551000000000008E-10,2.8230000000000002E-05,2.8230000000000002E-05,8.5551000000000008E-10
-8.4,-8.2677E-10,3.152E-05,3.152E-05,8.2677E-10
-8.2,-7.9780000000000008E-10,3.4960000000000004E-05,3.4960000000000004E-05,7.9780000000000008E-10
-8,-7.6942E-10,3.8544E-05,3.8544E-05,7.6942E-10
-7.8,-7.416600000000001E-10,4.2246E-05,4.2246E-05,7.416600000000001E-10
-7.6000000000000005,-7.1494E-10,4.6088E-05,4.6088E-05,7.1494E-10
-7.4,-6.8809E-10,5.0036E-05,5.0036E-05,6.8809E-10
-7.2,-6.6233E-10,5.4078E-05,5.4078E-05,6.6233E-10
-7,-6.3724000000000007E-10,5.8224000000000004E-05,5.8224000000000004E-05,6.3724000000000007E-10
-6.8,-6.1268E-10,6.2460000000000008E-05,6.2460000000000008E-05,6.1268E-10
-6.6000000000000005,-5.8880000000000008E-10,6.6762000000000009E-05,6.6762000000000009E-05,5.8880000000000008E-10
-6.4,-5.6568000000000006E-10,7.1104E-05,7.1104E-05,5.6568000000000006E-10
-6.2,-5.4278000000000006E-10,7.5524E-05,7.5524E-05,5.4278000000000006E-10
-6,-5.2021E-10,7.9982000000000008E-05,7.9982000000000008E-05,5.2021E-10
-5.8,-4.9832E-10,8.4470000000000009E-05,8.4470000000000009E-05,4.9832E-10
-5.6000000000000005,-4.773E-10,8.8994000000000009E-05,8.8994000000000009E-05,4.773E-10
-5.4,-4.5712E-10,9.3526E-05,9.3526E-05,4.5712E-10
-5.2,-4.3679000000000005E-10,9.8078E-05,9.8078E-05,4.3679000000000005E-10
-5,-4.1254000000000006E-10,0.00010000200000000001,0.00010000200000000001,4.1254000000000006E-10
-4.8,-3.8646000000000003E-10,0.00010000200000000001,0.00010000200000000001,3.8646000000000003E-10
-4.6000000000000005,-3.6216E-10,0.0001,0.0001,3.6216E-10
-4.4,-3.3964000000000003E-10,0.00010000200000000001,0.00010000200000000001,3.3964000000000003E-10
-4.2,-3.1789000000000003E-10,0.0001,0.0001,3.1789000000000003E-10
-4,-2.9731000000000003E-10,0.00010000200000000001,0.00010000200000000001,2.9731000000000003E-10
-14,-1.939E-09,2.2729E-09,2.2729E-09,1.939E-09
-13.8,-1.886E-09,4.0565E-09,4.0565E-09,1.886E-09
-13.6,-1.8342E-09,8.0307E-09,8.0307E-09,1.8342E-09
-13.4,-1.7884E-09,1.5151599999999997E-08,1.5151599999999997E-08,1.7884E-09
-13.200000000000001,-1.735E-09,3.0883399999999994E-08,3.0883399999999994E-08,1.735E-09
-13,-1.6871E-09,5.88826E-08,5.88826E-08,1.6871E-09
-12.8,-1.6404E-09,1.0618E-07,1.0618E-07,1.6404E-09
-12.6,-1.5955E-09,1.8159999999999999E-07,1.8159999999999999E-07,1.5955E-09
-12.4,-1.5513E-09,2.9552E-07,2.9552E-07,1.5513E-09
-12.200000000000001,-1.5067E-09,4.6296E-07,4.6296E-07,1.5067E-09
-12,-1.4642E-09,6.9826E-07,6.9826E-07,1.4642E-09
-11.8,-1.4226E-09,1.01846E-06,1.01846E-06,1.4226E-09
-11.6,-1.3834E-09,1.4103E-06,1.4103E-06,1.3834E-09
-11.4,-1.3408E-09,1.9657E-06,1.9657E-06,1.3408E-09
-11.200000000000001,-1.3009E-09,2.6577000000000004E-06,2.6577000000000004E-06,1.3009E-09
-11,-1.2624E-09,3.5095000000000004E-06,3.5095000000000004E-06,1.2624E-09
-10.8,-1.2249E-09,4.5355000000000009E-06,4.5355000000000009E-06,1.2249E-09
-10.6,-1.1874E-09,5.7478E-06,5.7478E-06,1.1874E-09
-10.4,-1.1509E-09,7.1625000000000005E-06,7.1625000000000005E-06,1.1509E-09
-10.200000000000001,-1.1152E-09,8.7891E-06,8.7891E-06,1.1152E-09
-10,-1.0802E-09,1.06312E-05,1.06312E-05,1.0802E-09
-9.8,-1.0468E-09,1.2666E-05,1.2666E-05,1.0468E-09
-9.6,-1.0129E-09,1.4952E-05,1.4952E-05,1.0129E-09
-9.4,-9.7992E-10,1.741E-05,1.741E-05,9.7992E-10
-9.2000000000000011,-9.4776E-10,2.0130000000000002E-05,2.0130000000000002E-05,9.4776E-10
-9,-9.1601E-10,2.305E-05,2.305E-05,9.1601E-10
-8.8,-8.8519E-10,2.6168E-05,2.6168E-05,8.8519E-10
